RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event
255931,300186456,CRO,KOVAC Niko (CRO),N,23,SUBA�I?,GK,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,5,FERNANDINHO,,
255931,300186456,CRO,KOVAC Niko (CRO),N,3,PRANJI?,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,13,DANTE,,
255931,300186456,CRO,KOVAC Niko (CRO),N,8,VUKOJEVI?,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,14,MAXWELL,,
255931,300186456,CRO,KOVAC Niko (CRO),N,13,SCHILDENFELD,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,15,HENRIQUE,,
255931,300186456,CRO,KOVAC Niko (CRO),N,14,BROZOVI?,,I61'
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,16,RAMIRES,,I88'
255931,300186456,CRO,KOVAC Niko (CRO),N,16,REBI?,,I78'
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,18,HERNANES,,I63'
255931,300186456,CRO,KOVAC Niko (CRO),N,19,SAMMIR,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,19,WILLIAN,,
255931,300186456,CRO,KOVAC Niko (CRO),N,21,VIDA,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,20,BERNARD,,I68'
255931,300186456,CRO,KOVAC Niko (CRO),N,22,EDUARDO,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,21,J�,,
255931,300186456,CRO,KOVAC Niko (CRO),N,17,MAND�UKI?,,
255931,300186456,BRA,SCOLARI Luiz Felipe (BRA),N,23,MAICON,,
255931,300186456,CRO,KOVAC Niko (CRO),N,15,BADELJ,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,13,G. OCHOA,GK,
255931,300186492,CMR,Volker FINKE (GER),S,16,ITANJDE,GK,
255931,300186492,MEX,HERRERA Miguel (MEX),S,2,F. RODRIGUEZ,,
255931,300186492,CMR,Volker FINKE (GER),S,2,ASSOU EKOTTO,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,4,R. MARQUEZ,C,
255931,300186492,CMR,Volker FINKE (GER),S,3,NKOULOU,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,6,H. HERRERA,,O90'
255931,300186492,CMR,Volker FINKE (GER),S,4,DJEUGOUE,,OH46'
255931,300186492,MEX,HERRERA Miguel (MEX),S,7,M. LAYUN,,
255931,300186492,CMR,Volker FINKE (GER),S,6,SONG,,O79'
255931,300186492,MEX,HERRERA Miguel (MEX),S,10,G. DOS SANTOS,,
255931,300186492,CMR,Volker FINKE (GER),S,8,MOUKANDJO,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,15,H. MORENO,,Y57'
255931,300186492,CMR,Volker FINKE (GER),S,9,ETO'O,C,
255931,300186492,MEX,HERRERA Miguel (MEX),S,18,A. GUARDADO,,O69'
255931,300186492,CMR,Volker FINKE (GER),S,13,CHOUPO-MOTING,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,19,O. PERALTA,,G61' O74'
255931,300186492,CMR,Volker FINKE (GER),S,14,CHEDJOU,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,22,P. AGUILAR,,
255931,300186492,CMR,Volker FINKE (GER),S,17,MBIA,,
255931,300186492,MEX,HERRERA Miguel (MEX),S,23,J. VAZQUEZ,,
255931,300186492,CMR,Volker FINKE (GER),S,18,ENOH,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,1,J. CORONA,GK,
255931,300186492,CMR,Volker FINKE (GER),N,1,FEUDJOU,GK,
255931,300186492,MEX,HERRERA Miguel (MEX),N,12,A. TALAVERA,GK,
255931,300186492,CMR,Volker FINKE (GER),N,23,N'DJOCK,GK,
255931,300186492,MEX,HERRERA Miguel (MEX),N,3,C. SALCIDO,,I90'
255931,300186492,CMR,Volker FINKE (GER),N,5,NOUNKEU,,IH46' Y77'
255931,300186492,MEX,HERRERA Miguel (MEX),N,5,D. REYES,,
255931,300186492,CMR,Volker FINKE (GER),N,10,ABOUBAKAR,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,8,M. FABIAN,,I69'
255931,300186492,CMR,Volker FINKE (GER),N,11,MAKOUN,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,9,R. JIMENEZ,,
255931,300186492,CMR,Volker FINKE (GER),N,12,BEDIMO,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,11,A. PULIDO,,
255931,300186492,CMR,Volker FINKE (GER),N,15,WEBO,,I79'
255931,300186492,MEX,HERRERA Miguel (MEX),N,14,J. HERNANDEZ,,I74'
255931,300186492,CMR,Volker FINKE (GER),N,19,OLINGA,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,16,M. PONCE,,
255931,300186492,CMR,Volker FINKE (GER),N,20,SALLI,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,17,I. BRIZUELA,,
255931,300186492,CMR,Volker FINKE (GER),N,21,MATIP,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,20,J. AQUINO,,
255931,300186492,CMR,Volker FINKE (GER),N,22,NYOM,,
255931,300186492,MEX,HERRERA Miguel (MEX),N,21,C. PE�A,,
255931,300186492,CMR,Volker FINKE (GER),N,7,NGUEMO,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,1,I. CASILLAS,GKC,Y65'
255931,300186510,NED,Louis VAN GAAL (NED),S,1,CILLESSEN,GK,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,3,PIQU�,,
255931,300186510,NED,Louis VAN GAAL (NED),S,2,VLAAR,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,6,A. INIESTA,,
255931,300186510,NED,Louis VAN GAAL (NED),S,3,DE VRIJ,,Y41' G65' O77'
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,8,XAVI,,
255931,300186510,NED,Louis VAN GAAL (NED),S,4,MARTINS INDI,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,14,ALONSO,,P27' O62'
255931,300186510,NED,Louis VAN GAAL (NED),S,5,BLIND,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,15,RAMOS,,
255931,300186510,NED,Louis VAN GAAL (NED),S,6,DE JONG,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,16,SERGIO,,
255931,300186510,NED,Louis VAN GAAL (NED),S,7,JANMAAT,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,18,JORDI ALBA,,
255931,300186510,NED,Louis VAN GAAL (NED),S,8,DE GUZMAN,,Y25' O62'
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,19,DIEGO COSTA,,O62'
255931,300186510,NED,Louis VAN GAAL (NED),S,9,V. PERSIE,C,G44' Y66' G72' O79'
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,21,SILVA,,O78'
255931,300186510,NED,Louis VAN GAAL (NED),S,10,SNEIJDER,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),S,22,AZPILICUETA,,
255931,300186510,NED,Louis VAN GAAL (NED),S,11,ROBBEN,,G53' G80'
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,12,DE GEA,GK,
255931,300186510,NED,Louis VAN GAAL (NED),N,22,VORM,GK,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,23,REINA,GK,
255931,300186510,NED,Louis VAN GAAL (NED),N,23,KRUL,GK,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,2,R. ALBIOL,,
255931,300186510,NED,Louis VAN GAAL (NED),N,12,VERHAEGH,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,4,JAVI MART�NEZ,,
255931,300186510,NED,Louis VAN GAAL (NED),N,13,VELTMAN,,I77'
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,5,JUANFRAN,,
255931,300186510,NED,Louis VAN GAAL (NED),N,14,KONGOLO,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,7,DAVID VILLA,,
255931,300186510,NED,Louis VAN GAAL (NED),N,15,KUYT,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,9,TORRES,,I62'
255931,300186510,NED,Louis VAN GAAL (NED),N,16,CLASIE,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,10,F�BREGAS,,I78'
255931,300186510,NED,Louis VAN GAAL (NED),N,17,LENS,,I79'
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,11,PEDRO,,I62'
255931,300186510,NED,Louis VAN GAAL (NED),N,18,FER,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,13,MATA,,
255931,300186510,NED,Louis VAN GAAL (NED),N,19,HUNTELAAR,,
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,17,KOKE,,
255931,300186510,NED,Louis VAN GAAL (NED),N,20,WIJNALDUM,,I62'
255931,300186510,ESP,DEL BOSQUE Vicente (ESP),N,20,S. CAZORLA,,
255931,300186510,NED,Louis VAN GAAL (NED),N,21,MEMPHIS,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,1,C. BRAVO,GKC,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,1,RYAN,GK,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,2,MENA,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,2,FRANJIC,,O49'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,4,ISLA,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,3,DAVIDSON,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,7,ALEXIS,,G12'
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,4,CAHILL,,G35' Y44'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,8,VIDAL,,O60'
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,5,MILLIGAN,,Y67'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,10,VALDIVIA,,G14' O68'
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,6,SPIRANOVIC,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,11,VARGAS,,O88'
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,7,LECKIE,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,17,MEDEL,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,11,OAR,,O68'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,18,JARA,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,15,JEDINAK,C,Y58'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,20,CH. AR�NGUIZ,,Y86'
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,22,WILKINSON,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),S,21,DIAZ,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),S,23,BRESCIANO,,O78'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,12,TOSELLI,GK,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,12,LANGERAK,GK,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,23,HERRERA,GK,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,18,GALEKOVIC,GK,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,3,ALBORNOZ,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,8,WRIGHT,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,5,SILVA,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,9,TAGGART,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,6,CARMONA,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,10,HALLORAN,,I68'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,9,PINILLA,,I88'
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,13,BOZANIC,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,13,ROJAS,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,14,TROISI,,I78'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,14,ORELLANA,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,16,HOLLAND,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,15,BEAUSEJOUR,,I68' G90'
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,17,MCKAY,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,16,GUTI�RREZ,,I60'
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,19,MCGOWAN,,I49'
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,19,FUENZALIDA,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,20,VIDOSIC,,
255931,300186473,CHI,SAMPAOLI Jorge (ARG),N,22,PAREDES,,
255931,300186473,AUS,POSTECOGLOU Ange (AUS),N,21,LUONGO,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,1,OSPINA,GK,
255931,300186471,GRE,SANTOS Fernando (POR),S,1,KARNEZIS,GK,
255931,300186471,COL,PEKERMAN Jose (ARG),S,2,C. ZAPATA,,
255931,300186471,GRE,SANTOS Fernando (POR),S,2,MANIATIS,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,3,YEPES,C,
255931,300186471,GRE,SANTOS Fernando (POR),S,4,MANOLAS,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,6,C. SANCHEZ,,Y26'
255931,300186471,GRE,SANTOS Fernando (POR),S,7,SAMARAS,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,7,P. ARMERO,,G5' O74'
255931,300186471,GRE,SANTOS Fernando (POR),S,8,KONE,,O78'
255931,300186471,COL,PEKERMAN Jose (ARG),S,8,AGUILAR T.,,O69'
255931,300186471,GRE,SANTOS Fernando (POR),S,14,SALPINGIDIS,,Y55' O57'
255931,300186471,COL,PEKERMAN Jose (ARG),S,9,TEO,,G58' O76'
255931,300186471,GRE,SANTOS Fernando (POR),S,15,TOROSIDIS,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,10,JAMES,,G90'
255931,300186471,GRE,SANTOS Fernando (POR),S,17,GEKAS,,O64'
255931,300186471,COL,PEKERMAN Jose (ARG),S,11,CUADRADO,,
255931,300186471,GRE,SANTOS Fernando (POR),S,19,SOKRATIS,,Y52'
255931,300186471,COL,PEKERMAN Jose (ARG),S,14,IBARBO,,
255931,300186471,GRE,SANTOS Fernando (POR),S,20,CHOLEVAS,,
255931,300186471,COL,PEKERMAN Jose (ARG),S,18,C. ZU�IGA,,
255931,300186471,GRE,SANTOS Fernando (POR),S,21,KATSOURANIS,C,
255931,300186471,COL,PEKERMAN Jose (ARG),N,12,VARGAS,GK,
255931,300186471,GRE,SANTOS Fernando (POR),N,12,GLYKOS,GK,
255931,300186471,COL,PEKERMAN Jose (ARG),N,22,MONDRAGON,GK,
255931,300186471,GRE,SANTOS Fernando (POR),N,13,KAPINO,GK,
255931,300186471,COL,PEKERMAN Jose (ARG),N,4,ARIAS,,I74'
255931,300186471,GRE,SANTOS Fernando (POR),N,3,TZAVELLAS,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,5,C. CARBONERO,,
255931,300186471,GRE,SANTOS Fernando (POR),N,5,MORAS,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,15,A. MEJIA,,I69'
255931,300186471,GRE,SANTOS Fernando (POR),N,6,TZIOLIS,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,16,A. BALANTA,,
255931,300186471,GRE,SANTOS Fernando (POR),N,9,MITROGLOU,,I64'
255931,300186471,COL,PEKERMAN Jose (ARG),N,17,BACCA,,
255931,300186471,GRE,SANTOS Fernando (POR),N,10,KARAGOUNIS,,I78'
255931,300186471,COL,PEKERMAN Jose (ARG),N,19,RAMOS,,
255931,300186471,GRE,SANTOS Fernando (POR),N,11,VYNTRA,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,20,QUINTERO,,
255931,300186471,GRE,SANTOS Fernando (POR),N,16,LAZAROS,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,21,JACKSON M.,,I76'
255931,300186471,GRE,SANTOS Fernando (POR),N,18,FETFATZIDIS,,I57'
255931,300186471,COL,PEKERMAN Jose (ARG),N,23,VALDES,,
255931,300186471,GRE,SANTOS Fernando (POR),N,22,SAMARIS,,
255931,300186471,COL,PEKERMAN Jose (ARG),N,13,GUARIN,,
255931,300186471,GRE,SANTOS Fernando (POR),N,23,TACHTSIDIS,,
255931,300186489,URU,TABAREZ Oscar (URU),S,1,F. MUSLERA,GK,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,1,NAVAS K.,GK,
255931,300186489,URU,TABAREZ Oscar (URU),S,2,D. LUGANO,C,Y50'
255931,300186489,CRC,PINTO Jorge Luis (COL),S,3,GONZALEZ G.,,
255931,300186489,URU,TABAREZ Oscar (URU),S,3,D. GODIN,,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,4,UMA�A M.,,
255931,300186489,URU,TABAREZ Oscar (URU),S,5,W. GARGANO,,Y56' O60'
255931,300186489,CRC,PINTO Jorge Luis (COL),S,5,BORGES C.,,
255931,300186489,URU,TABAREZ Oscar (URU),S,7,C. RODRIGUEZ,,O76'
255931,300186489,CRC,PINTO Jorge Luis (COL),S,6,DUARTE O.,,G57'
255931,300186489,URU,TABAREZ Oscar (URU),S,10,D. FORLAN,,O60'
255931,300186489,CRC,PINTO Jorge Luis (COL),S,7,BOLA�OS C.,,O89'
255931,300186489,URU,TABAREZ Oscar (URU),S,11,C. STUANI,,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,9,CAMPBELL J.,,G54'
255931,300186489,URU,TABAREZ Oscar (URU),S,16,M. PEREIRA,,R90'
255931,300186489,CRC,PINTO Jorge Luis (COL),S,10,RUIZ B.,C,O83'
255931,300186489,URU,TABAREZ Oscar (URU),S,17,E. AREVALO RIOS,,
255931,300186489,CRC,PINTO Jorge Luis (COL),S,15,DIAZ J.,,
255931,300186489,URU,TABAREZ Oscar (URU),S,21,E. CAVANI,,P24'
255931,300186489,CRC,PINTO Jorge Luis (COL),S,16,GAMBOA C.,,
255931,300186489,URU,TABAREZ Oscar (URU),S,22,M. CACERES,,Y81'
255931,300186489,CRC,PINTO Jorge Luis (COL),S,17,TEJEDA Y.,,O74'
255931,300186489,URU,TABAREZ Oscar (URU),N,12,R. MU�OZ,GK,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,18,PEMBERTON P.,GK,
255931,300186489,URU,TABAREZ Oscar (URU),N,23,M. SILVA,GK,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,23,CAMBRONERO D.,GK,
255931,300186489,URU,TABAREZ Oscar (URU),N,4,J. FUCILE,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,2,ACOSTA J.,,
255931,300186489,URU,TABAREZ Oscar (URU),N,6,A. PEREIRA,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,8,MYRIE D.,,
255931,300186489,URU,TABAREZ Oscar (URU),N,8,A. HERNANDEZ,,I76'
255931,300186489,CRC,PINTO Jorge Luis (COL),N,11,BARRANTES M.,,I89'
255931,300186489,URU,TABAREZ Oscar (URU),N,9,L. SUAREZ,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,12,FRANCIS W.,,
255931,300186489,URU,TABAREZ Oscar (URU),N,13,J.M. GIMENEZ,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,13,GRANADOS O.,,
255931,300186489,URU,TABAREZ Oscar (URU),N,14,N. LODEIRO,,I60'
255931,300186489,CRC,PINTO Jorge Luis (COL),N,14,BRENES R.,,
255931,300186489,URU,TABAREZ Oscar (URU),N,15,D. PEREZ,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,19,MILLER R.,,
255931,300186489,URU,TABAREZ Oscar (URU),N,18,G. RAMIREZ,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,20,CALVO D.,,
255931,300186489,URU,TABAREZ Oscar (URU),N,19,S. COATES,,
255931,300186489,CRC,PINTO Jorge Luis (COL),N,21,URE�A M.,,I83' G84'
255931,300186489,URU,TABAREZ Oscar (URU),N,20,A. GONZALEZ,,I60'
255931,300186489,CRC,PINTO Jorge Luis (COL),N,22,CUBERO J.,,I74'
255931,300186513,ENG,HODGSON Roy (ENG),S,1,HART,GK,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,12,SIRIGU,GK,
255931,300186513,ENG,HODGSON Roy (ENG),S,2,JOHNSON,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,3,CHIELLINI,,
255931,300186513,ENG,HODGSON Roy (ENG),S,3,BAINES,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,4,DARMIAN,,
255931,300186513,ENG,HODGSON Roy (ENG),S,4,GERRARD,C,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,6,CANDREVA,,O79'
255931,300186513,ENG,HODGSON Roy (ENG),S,5,CAHILL,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,8,MARCHISIO,,G35'
255931,300186513,ENG,HODGSON Roy (ENG),S,6,JAGIELKA,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,9,BALOTELLI,,G50' O73'
255931,300186513,ENG,HODGSON Roy (ENG),S,9,STURRIDGE,,G37' O80'
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,15,BARZAGLI,,
255931,300186513,ENG,HODGSON Roy (ENG),S,10,ROONEY,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,16,DE ROSSI,,
255931,300186513,ENG,HODGSON Roy (ENG),S,11,WELBECK,,O61'
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,20,PALETTA,,
255931,300186513,ENG,HODGSON Roy (ENG),S,14,HENDERSON,,O73'
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,21,PIRLO,C,
255931,300186513,ENG,HODGSON Roy (ENG),S,19,STERLING,,Y90'
255931,300186513,ITA,Cesare PRANDELLI (ITA),S,23,VERRATTI,,O57'
255931,300186513,ENG,HODGSON Roy (ENG),N,13,FOSTER,GK,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,13,PERIN,GK,
255931,300186513,ENG,HODGSON Roy (ENG),N,22,FORSTER,GK,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,1,BUFFON,GK,
255931,300186513,ENG,HODGSON Roy (ENG),N,7,WILSHERE,,I73'
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,5,THIAGO MOTTA,,I57'
255931,300186513,ENG,HODGSON Roy (ENG),N,8,LAMPARD,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,7,ABATE,,
255931,300186513,ENG,HODGSON Roy (ENG),N,12,SMALLING,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,10,CASSANO,,
255931,300186513,ENG,HODGSON Roy (ENG),N,16,JONES,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,11,CERCI,,
255931,300186513,ENG,HODGSON Roy (ENG),N,17,MILNER,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,14,AQUILANI,,
255931,300186513,ENG,HODGSON Roy (ENG),N,18,LAMBERT,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,17,IMMOBILE,,I73'
255931,300186513,ENG,HODGSON Roy (ENG),N,20,LALLANA,,I80'
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,18,PAROLO,,I79'
255931,300186513,ENG,HODGSON Roy (ENG),N,21,BARKLEY,,I61'
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,19,BONUCCI,,
255931,300186513,ENG,HODGSON Roy (ENG),N,23,SHAW,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,22,INSIGNE,,
255931,300186513,ENG,HODGSON Roy (ENG),N,15,CHAMBERLAIN,,
255931,300186513,ITA,Cesare PRANDELLI (ITA),N,2,DE SCIGLIO,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,1,BARRY COPA,GK,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,1,KAWASHIMA,GK,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,3,BOKA,,O75'
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,2,UCHIDA,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,5,ZOKORA,,Y58'
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,4,HONDA,,G16'
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,8,KALOU,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,5,NAGATOMO,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,9,TIOTE,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,6,MORISHIGE,,Y64'
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,10,GERVINHO,,G66'
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,9,OKAZAKI,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,12,B. WILFRIED,,G64' O78'
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,10,KAGAWA,,O86'
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,17,S. AURIER,,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,16,YAMAGUCHI,,
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,19,TOURE YAYA,C,
255931,300186507,JPN,ZACCHERONI Alberto (ITA),S,17,HASEBE,C,O54'
255931,300186507,CIV,LAMOUCHI Sabri (FRA),S,20,SEREY DIE,,O62'
